代码,简称,2005/1/31,2005/2/28,2005/3/31,2005/4/29,2005/5/31,2005/6/30,2005/7/29,2005/8/31,2005/9/30,2005/10/31,2005/11/30,2005/12/30,2006/1/31,2006/2/28,2006/3/31,2006/4/28,2006/5/31,2006/6/30,2006/7/31,2006/8/31,2006/9/29,2006/10/31,2006/11/30,2006/12/29,2007/1/31,2007/2/28,2007/3/30,2007/4/30,2007/5/31,2007/6/29,2007/7/31,2007/8/31,2007/9/28,2007/10/31,2007/11/30,2007/12/31,2008/1/31,2008/2/29,2008/3/31,2008/4/30,2008/5/30,2008/6/30,2008/7/31,2008/8/29,2008/9/30,2008/10/31,2008/11/28,2008/12/31,2009/1/30,2009/2/27,2009/3/31,2009/4/30,2009/5/29,2009/6/30,2009/7/31,2009/8/31,2009/9/30,2009/10/30,2009/11/30,2009/12/31,2010/1/29,2010/2/26,2010/3/31,2010/4/30,2010/5/28,2010/6/30,2010/7/30,2010/8/31,2010/9/30,2010/10/29,2010/11/30,2010/12/31,2011/1/31,2011/2/28,2011/3/31,2011/4/29,2011/5/31,2011/6/30,2011/7/29,2011/8/31,2011/9/30,2011/10/31,2011/11/30,2011/12/30,2012/1/31,2012/2/29,2012/3/30,2012/4/30,2012/5/31,2012/6/29,2012/7/31,2012/8/31,2012/9/28,2012/10/31,2012/11/30,2012/12/31,2013/1/31,2013/2/28,2013/3/28,2013/4/30,2013/5/31,2013/6/28,2013/7/31,2013/8/30,2013/9/30,2013/10/31,2013/11/29,2013/12/31,2014/1/31,2014/2/28,2014/3/31,2014/4/30,2014/5/30,2014/6/30,2014/7/31,2014/8/29,2014/9/30,2014/10/31,2014/11/28,2014/12/31,2015/1/30,2015/2/27,2015/3/31,2015/4/30,2015/5/29,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/30,2015/11/30,2015/12/31,2016/1/29,2016/2/29,2016/3/31,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/31,2017/2/28,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/29,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/28,2018/3/29,2018/4/30,2018/5/31,2018/6/29,2018/7/31,2018/8/31,2018/9/28,2018/10/31
DHR.N,丹纳赫(DANAHER),898.1357,886.5162,874.3192,828.8107,902.4755,857.0386,907.9632,877.0155,881.7692,853.4307,909.1249,914.042,928.1345,992.6975,1041.6923,1050.8717,1050.8717,1054.6485,1069.0778,1086.9504,1126.3082,1177.1536,1199.296,1188.4694,1215.0476,1176.1647,1172.5545,1168.2876,1206.1967,1239.5209,1226.0586,1274.9827,1358.3771,1406.9903,1425.8772,1441.4748,1231.513,1218.2056,1249.5717,1282.2779,1284.9075,1270.9242,1309.5617,1341.1292,1141.5173,974.4018,915.1876,931.6556,920.4646,835.3796,892.808,962.2962,993.747,1017.1482,1008.9108,1000.1792,1109.5642,1124.5627,1168.8991,1240.0962,1176.6072,1219.8127,1318.4472,1390.5485,1309.7026,1225.5151,1268.1044,1199.4333,1341.391,1432.2264,1428.593,1558.7345,1522.0545,1672.079,1715.707,1826.1205,1802.6493,1752.4005,1624.0874,1514.955,1387.7567,1599.8578,1600.8505,1557.3279,1738.4202,1749.0143,1854.8005,1795.8443,1721.3211,1725.8219,1750.0126,1775.1974,1828.393,1715.0094,1789.2723,1854.1238,1987.7932,2043.1847,2062.2722,2022.1217,2051.322,2101.2749,2235.3847,2174.9689,2301.9463,2393.9312,2483.9236,2564.4566,2471.113,2540.8715,2494.7282,2440.8421,2608.8204,2622.1078,2460.5782,2551.501,2533.7917,2681.1905,2786.5706,2861.556,2750.379,2913.9728,2838.973,2737.9871,2886.4564,2866.5604,3066.5063,2914.4536,2858.471,3130.1952,3233.5175,3120.2456,2910.9526,2998.9699,3192.1466,3255.7473,3309.9256,3404.3023,3621.7897,3620.4556,3491.773,3498.8999,3481.9734,3472.7815,3744.0368,3816.7582,3822.0958,3723.7839,3795.7303,3777.4018,3647.5942,3733.9834,3845.9204,4136.8976,4230.6021,4167.7934,4547.6634,4390.5068,4403.5888,4511.9806,4465.2057,4445.4673,4621.1597,4664.407,4902.262,4484.4915
DIS.N,迪士尼(WALT DISNEY),1742.5461,1700.5497,1748.6325,1606.8186,1670.1175,1532.5641,1560.5617,1533.1728,1468.6566,1483.264,1517.348,1474.4264,1556.8516,1721.7019,1715.5508,1719.8566,1876.0953,1845.3397,1826.2712,1823.8107,1901.315,1935.1462,2032.9492,2127.0839,2182.9454,2125.8425,2137.0148,2171.1524,2199.7039,2119.015,2048.257,2085.498,2134.5321,2149.4285,2057.5673,2025.2112,1872.1283,2033.3672,1968.7462,2034.622,2108.0265,1957.4532,1904.1251,2029.6029,1925.4563,1625.5645,1412.8797,1444.8833,1316.8879,1067.9018,1156.4161,1394.5766,1542.3126,1485.638,1599.624,1658.2089,1748.6335,1742.9024,1924.3884,2077.3405,1903.4236,2012.2827,2248.6808,2372.9992,2152.7045,2029.0302,2170.0961,2096.0204,2132.0921,2326.9434,2351.7427,2442.5841,2531.1448,2848.2705,2805.9437,2806.5948,2710.8711,2542.2149,2514.8653,2217.9262,1963.9652,2271.3232,2334.4878,2482.9393,2575.6357,2780.2299,2898.7489,2854.3871,3026.5375,3211.2682,3253.6437,3275.4936,3461.5485,3252.3195,3288.0738,3347.3059,3622.2704,3670.0026,3818.5775,4224.6375,4240.7724,4245.4784,4346.3211,4089.5083,4335.5645,4611.2013,4742.2968,5199.6661,4941.7245,5499.8039,5449.4406,5399.7579,5717.5909,5835.3321,5844.8602,6117.0941,6059.2444,6219.1817,6296.0878,6491.9023,6269.2795,7173.5555,7229.3835,7493.3604,7607.0842,7866.9257,8318.9209,7062.7638,7084.9476,7884.9505,7866.233,7331.2974,6685.239,6664.3084,6928.7318,7204.3183,6922.4526,6824.7764,6742.9376,6638.2271,6525.7862,6513.8394,6965.7111,7380.5614,7835.9155,7796.258,8029.9545,8186.4603,7644.0011,7524.3202,7842.8411,7220.0083,7032.3737,6978.1523,7478.2735,7731.891,7815.3157,7419.0482,7223.4316,7215.5206,7153.6712,7537.7127,8232.6425,8120.9987,8477.6789,8324.7124
DISH.O,DISH NETWORK,251.5671,245.3006,241.1779,238.7043,240.9306,248.6812,236.8079,246.7848,243.8165,221.5539,213.0611,224.11,227.573,242.1674,246.2901,254.7828,246.7848,254.0408,289.0013,261.7914,269.9544,292.8766,296.9168,313.5725,332.6194,334.7632,358.0977,383.6584,379.7831,357.603,348.6979,348.9453,385.9671,403.6948,355.3767,311.0165,232.8501,244.4761,236.8903,246.0427,289.496,241.4253,242.5797,232.6027,173.1534,129.7826,91.359,91.4415,105.8709,92.7607,91.6064,109.2515,135.2246,133.6579,139.7595,134.4825,158.8064,143.47,187.7113,188.2551,165.505,181.0041,188.7083,200.9445,188.9802,164.508,182.0011,162.6046,174.1156,180.0977,166.6833,178.1943,191.3368,210.7334,220.7942,226.9576,274.4519,277.9868,268.5604,225.3261,227.0482,219.0721,241.6023,280.0502,274.5436,286.8352,323.8081,314.3682,275.7236,280.7386,302.47,314.5648,300.995,350.3578,364.2226,367.8663,376.5577,351.6964,383.0256,396.0627,389.4936,429.7164,451.2426,454.3755,454.8808,487.3723,547.3527,585.3521,569.7885,594.6498,628.7078,574.6395,592.8307,657.7126,625.2717,654.9839,652.6595,643.2607,802.5347,736.6422,710.9724,758.3706,708.0416,683.7867,715.4191,684.292,652.9627,598.9955,589.5967,636.3885,633.7609,577.8735,487.8271,476.306,467.5136,498.1355,504.3002,529.5658,539.8741,507.6353,553.6186,591.8201,580.6022,585.4532,597.9849,626.5855,641.6437,651.2446,644.4735,634.2662,647.1011,578.9852,548.0602,490.5558,511.8799,482.5719,473.9816,421.3282,382.9246,339.0636,298.6387,339.67,318.9522,357.2548,361.3983,310.6651
DLR.N,数字房地产信托,13.9613,14.4975,14.7899,14.687,15.4383,18.1642,19.7946,19.8782,19.0572,20.3065,23.8003,24.2347,27.7259,29.5679,30.4752,30.5077,27.154,27.0094,29.8974,32.7198,34.5576,36.8416,40.2068,38.0815,39.9839,44.1002,44.7206,45.337,45.5051,42.5418,37.4273,44.0321,44.8244,50.059,43.4247,44.002,41.0089,41.1695,41.0843,44.8455,48.9539,47.7094,50.0418,53.4937,55.4898,39.3185,32.1313,39.0158,37.8875,35.5003,39.8258,43.2227,42.9346,43.4225,49.1152,52.7852,55.8157,55.1074,59.4178,61.9754,59.1651,63.5778,67.402,72.9981,70.7721,72.2875,79.2305,74.2801,77.993,75.5028,66.3889,65.7995,69.4507,75.0936,75.1326,77.9756,80.5989,80.7137,79.969,78.0615,72.9355,82.4161,83.9631,89.0959,94.6952,96.8869,99.865,101.3771,95.5447,102.3933,106.4852,101.6295,96.2308,84.6308,88.9153,94.5556,94.5834,93.2881,94.2661,99.352,85.813,87.0513,78.9027,79.3451,76.9013,69.0229,68.4147,72.3446,75.0988,79.7676,79.4148,79.8936,86.0277,88.5149,97.7276,99.0329,95.8728,106.0318,107.9991,103.1444,113.4744,103.2688,103.9836,99.9636,104.1097,106.5115,102.6619,101.1444,105.7954,119.7892,116.7928,123.9751,131.287,129.6312,146.5883,145.7434,158.1179,182.1139,174.5446,165.5718,163.7798,157.5571,155.7021,167.2277,183.1744,183.8041,182.6994,197.2102,202.9631,195.5502,199.688,204.8819,206.4443,206.6362,203.6005,200.3312,196.9015,177.0091,187.1348,187.6853,190.864,200.0543,217.6967,222.8245,203.3389,186.6712
DLTR.O,美元树(DOLLAR TREE),137.8519,136.4344,145.4456,123.93,125.55,121.5,126.5119,115.2731,109.6031,109.1981,116.235,121.1963,125.55,138.8137,140.0794,131.9794,133.8019,134.1563,134.6625,145.6988,156.735,157.3931,151.9256,152.3812,159.2156,172.6819,193.59,199.0575,214.1944,220.4719,193.6912,219.9656,205.2337,193.8937,145.0913,131.22,141.8006,135.8269,139.6744,159.975,186.8063,165.4931,189.8438,194.1975,184.0725,192.4763,214.0931,211.0556,216.2194,196.5263,225.5344,214.3463,226.6481,213.1312,233.4825,252.8212,246.4425,228.4706,247.9106,244.5187,250.695,282.1838,299.8012,307.395,316.8619,316.1278,336.555,343.788,370.2713,389.6353,417.2766,425.8575,384.0919,382.1175,421.605,436.6406,484.0256,505.8956,502.9341,542.4216,570.5944,607.1962,618.8147,631.1166,643.95,672.1228,717.5334,771.9806,783.5231,817.0875,764.5388,731.5819,733.4044,605.5256,633.9262,616.005,607.3481,686.2472,735.5306,722.3175,729.6075,772.1325,814.8094,800.3813,868.1175,886.95,845.1844,856.8788,767.2725,831.8194,792.4837,790.8131,805.3931,827.1113,827.2631,814.4297,851.5631,919.9069,1038.2175,1068.8963,1079.8312,1210.14,1232.3897,1160.4769,1138.9106,1199.6606,1185.0806,1158.1988,1012.3987,994.6294,1146.0487,1172.7787,1235.0475,1218.7969,1252.3612,1210.5956,1375.0763,1431.27,1462.4044,1256.0063,1198.7494,1147.4156,1338.93,1172.1713,1172.3231,1164.5775,1191.6112,1257.0694,1180.0688,1061.91,1094.715,1209.5325,1318.5787,1385.8594,1560.6675,1629.7706,1746.5625,1558.845,1441.2938,1456.3294,1254.3356,1290.9375,1386.315,1222.7456,1238.5406,1280.3062
DOV.N,都福公司(DOVER),955.1811,968.5104,946.4703,910.6552,952.6134,915.1327,1037.8883,1028.1967,1030.4704,984.7447,1026.0884,1027.1031,1165.0986,1220.3956,1236.1788,1266.4723,1247.6718,1262.744,1204.2435,1246.8887,1216.6269,1218.1656,1294.7987,1261.8496,1276.7797,1234.8137,1261.1688,1243.3403,1298.0913,1326.6208,1322.7304,1286.6482,1327.0187,1198.0934,1210.6963,1205.7258,1053.9964,1090.9603,1098.0564,1300.1639,1426.7513,1276.1088,1309.3504,1309.5585,1075.3867,842.541,798.3207,881.0163,756.839,673.8731,712.7816,831.6686,856.2351,901.1711,926.2264,948.9624,1063.3647,1033.7353,1128.5507,1148.7034,1183.7636,1256.7377,1298.1106,1449.9965,1253.9312,1167.3376,1339.9662,1258.1009,1467.5033,1492.5192,1548.0998,1650.911,1810.4944,1822.6244,1864.8923,1930.138,1915.4291,1931.6688,1722.832,1648.3309,1335.4002,1591.3041,1585.1915,1674.0107,1828.5791,1855.0681,1823.7736,1815.6602,1647.888,1561.9391,1586.9954,1694.5755,1743.821,1706.5937,1874.4688,1936.9609,2039.2476,2172.8196,2158.8969,2043.3687,2328.2608,2310.7058,2548.1438,2541.7697,2684.6229,2743.1986,2722.9309,2896.9776,2597.4972,2829.7596,2970.8748,3139.8604,3181.8472,3319.4425,3130.0208,3221.4898,2945.0584,2912.4292,2836.2561,2642.1131,2580.2231,2668.6837,2560.1585,2804.618,2807.3148,2612.9623,2385.473,2323.2949,2144.4068,2416.3017,2487.2805,2314.039,2206.0933,2310.2665,2445.2031,2497.2772,2553.2728,2651.5786,2732.2888,2789.9147,2833.7837,2574.0331,2811.261,2901.085,3010.2677,3118.3422,3128.0749,3070.8469,3230.9981,3139.8022,3287.751,3340.7804,3597.0066,3758.3779,3864.5732,3994.302,4200.7606,3977.0069,3902.3139,3683.0024,3823.4457,3624.8702,4109.1766,4275.9437,4408.3998,4125.0632
DRE.N,杜克房地产,7.8275,8.0882,7.621,7.8125,7.9983,8.203,8.7989,8.6115,8.9114,8.9692,9.3595,9.1944,9.9872,9.7946,10.5899,9.8783,9.5958,9.9379,10.5344,10.8791,10.6986,11.4749,12.616,11.8565,12.7899,12.9005,12.7278,12.6224,11.8783,10.5608,9.6785,10.1557,10.1617,9.6628,8.0365,7.9723,7.2081,7.1537,7.1193,7.6218,8.1684,7.141,7.8662,8.1097,7.9639,4.5716,2.7747,3.704,3.1126,2.3963,1.9101,3.3931,3.3628,3.1011,3.3557,4.139,4.315,4.0384,4.0868,4.4368,4.1269,4.1124,4.594,5.0126,4.4542,4.2555,4.4842,4.2669,4.4115,4.7398,4.2967,4.8101,5.2888,5.4998,5.4764,5.9611,5.9477,5.5403,5.5522,4.7684,4.218,4.9331,4.728,4.9114,5.4575,5.7278,5.9176,6.1157,5.7782,6.1122,6.037,6.1269,6.2114,6.1185,5.7757,5.934,6.5929,6.9877,7.3423,7.6276,7.2315,6.8038,7.1878,6.4366,6.8116,7.3101,6.7695,6.7071,7.0059,7.5711,7.6071,7.8955,8.0546,8.264,8.1866,8.5441,7.8918,8.7095,9.008,9.3601,10.1154,9.9779,10.1694,9.2539,9.2167,8.7502,9.5042,8.5834,9.0539,9.8381,9.86,10.1846,9.7534,10.1142,11.0239,10.6962,11.6674,13.1412,14.1911,13.9499,13.558,12.9726,12.7188,13.284,12.1687,12.9209,13.2383,13.9741,14.5465,14.1812,14.5059,15.1813,14.7215,14.5479,14.9108,14.4232,13.9991,13.2331,14.1466,14.4779,15.1289,15.6185,15.6669,15.4359,15.3709,14.9375
DRI.N,达登饭店(DARDEN),46.452,42.1148,48.212,47.2043,51.1065,51.8932,54.5996,49.4229,47.7865,51.3553,56.6777,61.5883,64.4079,66.4355,64.994,63.04,56.3698,62.7216,53.8068,56.3539,67.6088,67.0504,64.2499,64.2819,62.6337,65.5941,65.9142,66.7451,73.3262,70.7839,68.7767,67.2096,67.6296,69.7604,64.5528,44.9549,46.3016,50.3876,53.1987,58.4523,56.2673,52.4723,53.8509,48.4278,47.3365,36.9469,30.4808,46.9627,44.0004,45.5443,57.4925,62.3885,61.0385,55.6552,55.0879,56.0063,58.0472,51.9385,53.8577,60.0951,63.7914,69.9876,76.8741,77.6656,74.4548,67.4259,73.3258,72.223,74.8837,80.5985,86.3115,81.8857,83.647,83.6825,87.2336,83.9531,90.5306,88.9399,91.5379,86.6727,77.0324,87.1423,86.8329,82.9563,84.2816,93.6891,94.0015,92.8135,95.8715,93.8328,95.7752,97.2161,104.3272,99.3564,99.8473,85.1006,88.7647,88.3256,98.6529,99.5422,99.87,97.325,95.5923,90.0575,90.2134,101.6437,105.1942,107.2456,98.552,101.7813,101.1833,100.182,101.0082,93.2492,95.354,96.5166,104.9608,106.7865,117.5311,120.9133,127.7925,133.2474,144.3652,133.8798,137.5957,149.2265,156.0433,143.8788,145.0001,132.0002,133.7917,151.5846,151.3878,153.3564,159.1661,150.6019,164.1017,153.239,150.2852,150.4805,149.6993,159.6188,180.5843,179.1554,181.9437,185.4197,207.7406,212.9534,222.3024,226.077,211.1547,206.6486,198.3162,208.7514,213.9531,243.6406,244.7703,235.4238,217.7013,238.8673,224.8481,275.3945,276.9558,300.5232,287.9625,277.8693
DTE.N,DTE能源(DTE ENERGY),315.3774,318.3289,331.0877,334.5092,346.0842,344.2075,345.9002,336.8479,341.2959,321.4998,324.7744,325.206,317.7517,326.0343,305.507,310.7651,308.0218,314.395,326.5881,322.1121,324.3468,354.9765,367.9472,382.4189,366.3037,365.7508,382.7698,404.2656,422.5651,389.3542,374.4971,386.0437,395.4288,404.8981,400.4083,362.8041,351.8275,328.5539,325.3522,337.2319,370.1101,359.3922,347.0286,357.0211,343.9344,302.6143,318.8166,310.4648,300.2813,233.0009,246.2396,262.863,268.9078,289.3595,311.604,314.4976,322.4479,339.3319,368.0531,404.884,390.4869,403.305,419.1132,452.6611,427.6646,433.3656,438.5915,445.1476,441.5371,449.5161,428.2708,441.0984,450.2474,458.2284,482.1909,497.6533,508.3884,498.5574,496.7633,503.9396,494.4444,525.6119,531.0587,555.5249,542.8738,550.8318,567.4755,581.3968,586.0373,617.8584,639.1028,608.1734,630.8129,653.5449,637.5483,638.5085,673.1719,710.2809,733.454,782.1792,714.8869,726.3503,766.3478,724.8328,722.2614,756.8529,730.5809,734.0343,754.2675,793.4071,829.0094,871.972,849.4306,876.697,831.1002,880.9752,864.257,933.3249,925.373,989.478,1027.1691,939.7578,932.6408,920.3889,915.7656,870.7204,938.6142,910.6167,946.4644,960.8315,947.8776,952.9447,1010.2236,999.6472,1086.2275,1068.2555,1086.4672,1196.8846,1177.5644,1121.7774,1140.5853,1169.0786,1133.5228,1209.8195,1211.416,1245.0665,1264.2011,1294.9054,1355.9426,1319.6155,1335.4574,1401.0701,1349.175,1388.1322,1452.3487,1386.3271,1337.9462,1276.3936,1333.8066,1346.5826,1308.6381,1336.1119,1399.4171,1432.9391,1418.0181,1460.508
DUK.N,杜克能源(DUKE ENERGY),468.7437,477.0699,495.0992,515.9567,490.5455,530.7102,527.3185,523.1913,526.4398,477.8926,490.5548,501.3303,517.7673,524.4251,538.2743,537.7204,526.7515,548.2173,565.9499,565.9519,569.7249,596.8906,604.4807,632.8753,375.2278,378.94,390.6856,395.1142,380.1079,355.9864,331.2813,361.0464,367.9366,377.386,394.0096,401.5752,371.3127,353.3705,359.6159,368.8833,376.6953,354.273,358.3498,360.1365,359.93,338.2474,326.0487,314.5238,317.4574,286.5879,304.6725,293.8218,306.0696,315.5869,334.8379,340.2895,345.7816,347.539,371.9043,383.7214,368.5598,369.9075,369.2288,379.6359,366.2732,367.1912,392.4356,399.8088,412.1428,423.7787,413.9218,420.054,421.7049,430.1117,433.937,445.8912,453.9919,455.9289,450.3599,464.366,490.8872,501.4466,518.2713,546.857,529.7056,526.1291,528.3925,538.9553,559.2364,586.7148,574.8413,555.631,555.7167,563.4362,554.2342,554.0606,596.9612,608.0835,637.412,660.3303,596.5817,601.6624,632.8597,591.2385,601.8736,646.4869,637.4671,628.8108,643.4809,652.9935,656.1258,686.2512,662.0361,691.0026,671.8158,696.9016,704.2483,773.7595,769.3856,794.4929,828.7301,754.1586,737.1648,744.7496,734.7394,685.1617,720.0892,695.5974,705.7012,701.0907,672.8643,708.9106,747.7373,745.3997,809.6237,790.5572,793.2689,869.929,867.9009,816.0036,819.8962,819.6913,764.275,804.1619,813.6933,864.7116,859.0551,864.1878,906.8262,884.7059,900.8993,933.5342,897.3905,944.3345,963.1007,908.3472,847.7619,823.3437,846.6212,876.0185,853.221,874.4521,902.5389,908.6377,894.9925,924.1844
DVA.N,达维塔保健(DAVITA),104.9,105.6,104.625,100.75,115.15,113.7,118.1,114.775,115.175,122.95,131.225,126.6,136.875,145.975,150.525,140.65,132.4,124.25,125.05,145.9,144.675,139.075,133.025,142.2,136.5,136.25,133.3,136.525,138.075,134.7,132.35,143.8,157.95,162.975,154.9,140.875,133.575,124.075,119.4,131.025,129.7,132.825,139.625,143.475,142.525,141.875,125.625,123.925,117.5,117.3,109.875,115.925,112.775,123.65,124.25,129.275,141.6,132.575,148.1,146.85,149.4,154.025,158.5,156.075,158.575,156.1,143.3,161.55,172.575,179.375,181.75,173.725,184.625,198.425,213.775,220.225,210.125,216.525,208.85,183.95,156.675,175,190.45,189.525,204.525,216.375,225.425,221.45,203.125,245.525,246.05,243.175,259.025,281.3,270,276.325,288.525,299.05,296.475,296.625,310.175,302,291.025,268.775,284.5,281.05,297.75,316.85,324.65,343.65,344.25,346.5,352.95,361.6,352.2,373.4,365.7,390.35,382.65,378.7,375.3,373,406.4,405.5,418.9,397.35,395.15,378.2,361.65,387.55,365.2,348.55,335.6,329.85,366.9,369.5,386.6,386.6,387.7,323.15,330.35,293.1,316.75,321,318.75,347.05,339.85,345.05,331.3,323.8,323.9,292.8,296.95,303.7,305.3,361.25,390.2,360.1,329.7,313.95,334.2,347.2,351.4,346.45,358.15,336.7
DVN.N,戴文能源(DEVON ENERGY),83.4138,95.9659,98.0944,92.7943,94.2939,104.2781,115.4096,125.039,141.3998,124.384,124.0132,128.9794,140.6729,120.9156,126.4041,124.2137,118.531,125.1048,133.8649,129.4124,131.0052,138.6601,152.2066,139.3788,145.633,136.5115,144.1389,151.7394,159.8813,163.318,155.6413,157.1016,173.8705,195.1864,173.0555,186.1028,178.0232,215.0093,218.722,237.7367,243.0617,252.2548,199.2049,214.236,191.7903,170.0457,152.1284,138.4911,129.8288,92.0394,94.5467,109.6945,133.7914,115.591,123.2052,130.183,143.1527,137.5822,143.1952,156.6623,142.616,146.7723,137.6365,143.8315,136.3975,130.446,133.8078,129.0756,138.9813,139.5824,151.4969,168.911,190.8128,196.7293,197.8069,196.1472,181.2099,170.236,169.9984,146.5183,120.0749,140.6722,141.7768,134.6393,138.5699,159.2001,154.8799,152.1142,129.6183,126.7268,129.1962,126.3772,132.6496,127.6287,113.2894,114.5373,125.8722,119.4234,124.6237,121.6196,125.5735,115.0535,121.9949,126.6076,128.5754,140.7295,134.9418,138.2243,132.3039,143.9213,150.0484,156.9309,165.6742,178.5764,169.805,169.6251,153.8637,135.4037,133.0792,138.7164,136.5861,139.5775,137.2548,155.2337,148.429,135.8997,112.8957,97.4531,85.2405,96.3638,105.7405,74.043,64.5562,45.5364,64.1771,81.1101,84.4078,84.9271,89.683,101.5143,103.4854,88.8928,113.3859,107.2791,106.9737,101.8529,98.1468,92.9007,79.9383,75.348,78.5061,74.0046,86.6746,87.1232,90.9717,97.902,97.8311,72.5279,75.3143,86.0701,98.4842,104.3424,106.8347,101.8976,94.9817,77.0508
EA.O,艺电,1029.44,1031.84,828.48,854.24,840.64,905.76,921.6,916.48,910.24,910.08,901.76,836.96,873.28,831.52,875.52,908.8,673.12,688.64,753.76,816.48,893.44,846.24,894.24,805.76,800,806.72,805.76,806.56,781.92,757.12,778.24,847.04,895.84,977.92,899.04,934.56,757.92,756.64,798.72,823.52,803.2,710.88,690.88,780.96,591.84,364.48,304.96,256.64,247.04,260.96,291.04,325.6,367.84,347.52,343.52,291.52,304.8,291.84,270.24,284,260.48,265.28,298.56,309.92,264.16,230.4,254.88,243.68,263.16,253.28,238.56,262.08,249.44,300.8,312.48,322.88,390.56,377.6,356,361.28,327.2,373.6,371.04,329.6,297.2,261.36,263.76,246.08,217.92,197.6,176.32,213.28,203.04,197.6,236.96,232.32,251.68,280.48,283.2,281.76,367.84,367.84,417.92,426.24,408.8,420,354.72,367.04,422.4,457.44,464.16,452.8,562.08,573.92,537.6,605.44,569.76,655.52,702.88,752.24,877.76,914.88,941.04,929.44,1004.08,1064,1144.8,1058.4,1084,1153.12,1084.64,1099.52,1032.72,1027.84,1057.76,989.6,1228,1212.16,1221.12,1299.68,1366.4,1256.32,1267.84,1260.16,1334.88,1384,1432.32,1517.12,1813.28,1691.52,1867.84,1944,1888.96,1913.6,1701.6,1680.96,2031.36,1979.2,1939.84,1887.68,2094.56,2256.32,2060,1814.56,1927.84,1455.68
EBAY.O,EBAY,978,1028.16,894.24,761.04,912,792.24,1002.72,971.76,988.8,950.64,1075.44,1037.28,1034.4,961.44,936,825.84,787.44,702.96,577.68,667.68,680.64,771.12,776.16,721.68,777.36,769.44,795.6,814.56,781.44,772.32,777.6,818.4,936.48,866.4,804.72,796.56,645.36,632.64,716.16,750.96,720.24,655.92,604.08,598.32,537.12,366.48,315.12,335.04,288.48,260.88,301.44,395.28,422.88,411.12,510,531.36,566.4,534.48,587.28,564.72,552.48,552.48,647.22,570.72,513.84,470.64,501.84,557.52,585.6,716.64,699.36,667.92,728.64,804.12,744.96,825.36,748.08,774.48,786,740.88,707.76,763.92,710.16,727.92,758.28,857.76,885.6,984.48,940.56,1008.24,1063.2,1139.28,1160.88,1158.24,1267.68,1223.9448,1343.28,1313.04,1301.28,1257.36,1298.4,1241.28,1240.56,1199.76,1339.08,1265.04,1212.48,1316.76,1276.8,1410.48,1325.76,1243.92,1217.52,1201.44,1267.92,1332,1359.12,1260,1317.12,1346.88,1272,1389.84,1384.32,1398.24,1472.64,1445.76,1603.5052,1545.9113,1393.6581,1590.96,1687.3299,1567.01,1337.7749,1357.163,1360.5844,1393.0879,1394.7986,1334.9238,1776.8571,1833.8807,1876.0782,1625.7444,1585.8278,1693.0323,1815.0629,1933.1019,1914.2841,1905.1603,1955.9114,1991.266,2037.4552,2060.2647,2193.1298,2146.3704,1977.0101,2152.0727,2314.0199,2444.0339,2294.6319,2160.056,2150.9323,2067.6777,1907.4413,1973.5887,1882.9211,1655.3967
ECL.N,艺康化工(ECOLAB),857.139,807.723,844.1249,835.441,825.7355,828.7213,859.9648,845.1113,819.9092,849.4393,854.3182,933.9976,922.152,931.9375,986.2282,975.9013,999.3952,1050.3852,1114.8371,1153.9224,1111.0025,1176.6456,1150.6997,1175.7491,1141.9333,1100.3139,1121.5309,1121.27,1125.4432,1116.6529,1101.2237,1089.4557,1237.6804,1236.8937,1256.0358,1346.1918,1265.4886,1230.0003,1144.9356,1211.6334,1181.8435,1136.6298,1181.8412,1209.3381,1286.3307,987.8129,1017.7708,935.6865,904.0089,845.9777,928.8263,1030.9891,998.8961,1046.5702,1114.2121,1135.1489,1244.8334,1183.7092,1209.2898,1204.5026,1186.1298,1138.5765,1191.8089,1324.4129,1280.754,1221.9174,1330.7499,1289.6656,1384.8208,1346.0655,1304.8539,1380.943,1360.9492,1332.1909,1402.3837,1450.211,1508.4833,1554.7068,1378.7751,1478.0469,1352.7568,1489.7204,1577.709,1605.4757,1678.515,1666.2955,1719.7848,1774.6775,1761.3026,1915.2699,1829.1904,1789.5043,1816.9027,1951.187,2020.7121,2022.2465,2036.3094,2153.0315,2261.9244,2387.1793,2382.9478,2409.7985,2606.3955,2584.0485,2800.3669,3005.6591,3038.8347,2964.5318,2858.483,3063.4727,3078.0011,2982.5172,3112.2043,3181.5608,3101.2645,3281.0024,3289.174,3186.0561,3120.7481,3003.3274,2981.7766,3319.9814,3295.964,3226.8059,3303.7443,3267.534,3346.7155,3153.9636,3180.2274,3488.3372,3453.8452,3325.334,3136.0708,2981.4041,3253.0027,3353.9298,3419.8532,3469.7015,3463.2653,3599.8884,3571.5652,3350.0296,3425.1463,3449.9838,3535.6301,3648.6478,3699.9042,3810.6002,3921.2962,3929.5018,3897.533,3945.7823,3817.7336,3878.587,4034.7278,3995.1931,4099.4051,3884.1328,4093.3968,4323.3462,4258.8409,4202.5078,4213.5883,4506.4731,4707.4253,4598.4321
