代码,简称,2005/1/31,2005/2/28,2005/3/31,2005/4/29,2005/5/31,2005/6/30,2005/7/29,2005/8/31,2005/9/30,2005/10/31,2005/11/30,2005/12/30,2006/1/31,2006/2/28,2006/3/31,2006/4/28,2006/5/31,2006/6/30,2006/7/31,2006/8/31,2006/9/29,2006/10/31,2006/11/30,2006/12/29,2007/1/31,2007/2/28,2007/3/30,2007/4/30,2007/5/31,2007/6/29,2007/7/31,2007/8/31,2007/9/28,2007/10/31,2007/11/30,2007/12/31,2008/1/31,2008/2/29,2008/3/31,2008/4/30,2008/5/30,2008/6/30,2008/7/31,2008/8/29,2008/9/30,2008/10/31,2008/11/28,2008/12/31,2009/1/30,2009/2/27,2009/3/31,2009/4/30,2009/5/29,2009/6/30,2009/7/31,2009/8/31,2009/9/30,2009/10/30,2009/11/30,2009/12/31,2010/1/29,2010/2/26,2010/3/31,2010/4/30,2010/5/28,2010/6/30,2010/7/30,2010/8/31,2010/9/30,2010/10/29,2010/11/30,2010/12/31,2011/1/31,2011/2/28,2011/3/31,2011/4/29,2011/5/31,2011/6/30,2011/7/29,2011/8/31,2011/9/30,2011/10/31,2011/11/30,2011/12/30,2012/1/31,2012/2/29,2012/3/30,2012/4/30,2012/5/31,2012/6/29,2012/7/31,2012/8/31,2012/9/28,2012/10/31,2012/11/30,2012/12/31,2013/1/31,2013/2/28,2013/3/28,2013/4/30,2013/5/31,2013/6/28,2013/7/31,2013/8/30,2013/9/30,2013/10/31,2013/11/29,2013/12/31,2014/1/31,2014/2/28,2014/3/31,2014/4/30,2014/5/30,2014/6/30,2014/7/31,2014/8/29,2014/9/30,2014/10/31,2014/11/28,2014/12/31,2015/1/30,2015/2/27,2015/3/31,2015/4/30,2015/5/29,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/30,2015/11/30,2015/12/31,2016/1/29,2016/2/29,2016/3/31,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/31,2017/2/28,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/29,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/28,2018/3/29,2018/4/30,2018/5/31,2018/6/29,2018/7/31,2018/8/31,2018/9/28,2018/10/31
LB.N,L BRANDS,1666.8755,1672.5021,1719.6377,1534.9359,1455.6768,1526.9637,1737.9727,1577.8723,1466.6029,1436.4524,1607.9792,1615.2061,1709.8782,1721.4092,1778.8622,1864.6782,1986.3257,1871.505,1840.0573,1892.9848,1948.8988,2168.1407,2342.7718,2139.4704,2065.5426,2055.5863,1936.6804,2048.8979,1962.0121,2051.704,1805.0511,1742.4336,1722.1203,1655.9138,1523.521,1436.2675,1446.8897,1166.7525,1308.293,1416.9349,1494.7802,1299.6412,1271.8744,1616.1361,1345.7441,930.8323,737.8438,795.6983,627.6824,620.1215,701.5679,920.9086,1008.8062,976.288,1055.4024,1228.8238,1399.3108,1449.5509,1378.3662,1598.5392,1580.2607,1850.1876,2143.0336,2332.7904,2163.9242,1932.5599,2245.1671,2079.2855,2359.4604,2589.4152,2979.9576,2975.5295,2831.2555,3119.5,3203.2842,4009.9506,3893.0425,3870.865,3811.4681,3820.7863,3898.7409,4323.9476,4306.936,4300.9301,4461.8818,4986.8092,5144.3551,5326.551,4754.2415,4585.1417,5126.3458,5373.4536,5446.4264,5294.9525,5795.9339,5554.1532,5667.4551,5408.7472,5306.5608,5989.7835,5942.255,5885.9473,6665.163,6889.258,7338.453,7519.8125,7842.1905,7463.294,6318.1581,6965.7237,7020.1338,6702.3296,7096.8025,7296.6229,7210.7949,7985.1432,8376.584,9019.3975,10162.1132,10871.8282,10630.6507,11857.6926,12171.3677,11534.9817,11168.382,11130.9775,10480.4911,10960.742,11774.6327,12538.8799,12533.4173,12587.2764,12630.6264,11497.1454,11906.644,10615.7745,9295.0739,9182.9038,10108.9914,10509.9574,9759.7387,9955.5678,9769.1979,9159.8403,8376.5794,7396.9736,6621.0083,7423.6826,7339.5315,7665.2588,6598.4664,5231.2577,6009.7358,6216.2708,8197.1746,8803.8854,7322.9263,7303.2615,5656.9556,5168.3936,5105.0042,5552.1249,4767.7818,4053.7847,4647.3582,4972.5199
LEG.N,礼恩派(LEGGETT & PLATT),1163.1804,1129.3053,1184.8029,1106.0349,1092.9069,1097.2236,1043.9723,999.3899,839.386,832.7374,975.6823,960.4615,1029.9025,982.2141,1026.3501,1117.3192,1069.3077,1059.3853,967.7811,977.5353,1068.8474,997.1069,1015.4691,1028.008,1042.6324,1024.1368,982.162,1018.9877,1060.1458,962.7223,905.09,890.6819,844.4178,856.3172,906.9999,778.5139,847.2588,745.4806,692.0165,753.277,866.7223,771.2417,896.7927,1026.0228,1012.9442,807.0084,678.7052,717.9012,590.2953,540.1982,628.0199,694.2544,709.7253,747.8352,851.933,896.1255,965.8171,962.3322,968.8041,1029.1013,921.1465,955.9544,1104.9861,1252.5559,1188.7282,1036.0452,1076.3301,990.079,1190.5206,1066.0285,1082.767,1205.1915,1193.0125,1221.0772,1312.4656,1408.356,1383.7138,1321.3624,1176.1101,1202.6674,1087.327,1203.2572,1229.63,1281.4796,1193.6003,1258.6755,1295.7163,1225.8907,1170.7059,1206.0243,1323.031,1354.9938,1446.8339,1532.3155,1608.5558,1589.1301,1718.7359,1785.2902,1989.8539,1899.1382,1885.0007,1848.2138,1867.2369,1719.2134,1810.2807,1785.6633,1813.8832,1876.7093,1820.9054,1944.0379,1998.5204,2011.9908,2076.8938,2117.5934,2026.1687,2167.6299,2176.1422,2454.0802,2622.9618,2675.3711,2676.6268,2828.5723,2914.1859,2685.3,2989.4274,3097.4355,3042.0787,2826.3781,2643.8077,2886.0766,2986.7016,2713.0759,2680.1471,2883.5309,3146.8382,3204.7036,3267.7704,3345.7136,3441.2867,3435.3952,3004.1175,3023.8901,3167.571,3243.5978,3166.622,3263.5053,3362.5624,3510.9108,3476.1625,3534.345,3241.6665,3092.9724,3236.9273,3205.0531,3271.5142,3262.3039,3178.918,2970.4531,3055.36,2792.9406,2844.598,3101.4184,3027.0789,3156.9994,3067.6944,2543.6854
LEN.N,莱纳房产(LENNAR),907.867,980.1315,913.4142,829.4536,937.3938,1025.2997,1087.0278,1005.5438,967.6537,899.9698,936.5286,990.7589,1015.7633,974.5067,982.9722,894.2474,782.3146,724.5105,730.3889,734.7871,741.5058,778.0485,863.2195,862.5618,894.131,811.1822,696.0765,704.3219,755.5878,605.1323,507.477,470.3729,376.8641,380.1918,265.4137,299.7633,344.1665,314.4619,317.8413,311.2513,287.7285,210.3418,208.9804,227.1151,262.3481,134.2319,123.3061,150.3606,134.035,116.4309,130.8976,169.766,166.4407,169.591,208.074,266.2434,250.4269,222.0655,223.2992,225.0617,271.4176,289.9715,304.1079,351.9947,306.3133,246.29,262.2637,233.4981,273.0951,258.2812,270.3853,333.7541,345.307,359.5759,323.1903,339.4257,339.2469,324.4116,316.8652,263.308,242.5299,297.0423,330.6257,352.8949,386.6309,420.6342,489.0008,499.8517,491.7431,556.9725,527.0026,585.0974,627.3153,676.7644,687.0594,698.4382,750.9785,697.6471,749.8938,745.9751,711.59,652.2305,613.6826,576.358,641.4043,644.8958,648.7053,717.6394,729.3141,796.8701,719.5076,701.5368,743.5308,763.1644,659.2757,712.9568,706.5878,784.743,860.5213,816.2565,818.8077,915.4383,944.6098,835.7225,850.8676,931.3379,968.589,929.5094,878.9251,921.8412,942.8298,900.4844,776.791,772.9209,891.2364,835.7336,840.5292,850.305,863.9621,873.1924,781.6272,770.3556,786.062,793.2685,825.7633,902.329,946.715,934.6855,949.6775,986.8798,971.3038,958.7088,977.9718,1031.868,1163.655,1172.1813,1162.0867,1049.3276,1093.0959,981.6142,960.2707,974.3759,970.8217,959.6777,867.1832,799.0185
LH.N,美国控股实验室,19.14,19.156,19.28,19.8,19.38,19.96,20.268,19.728,19.484,19.3,20.756,21.54,23.46,23.244,23.392,22.84,23.744,24.892,25.768,27.368,26.228,27.396,28.32,29.388,29.376,31.872,29.052,31.576,31.496,31.304,29.54,31.064,31.292,27.5,29.068,30.212,29.508,30.924,29.472,30.248,29.516,27.852,27.032,29.26,27.8,24.596,25.344,25.764,23.68,22.004,23.396,25.66,24.384,27.116,26.876,27.916,26.28,27.556,29.184,29.936,28.44,29.324,30.284,31.428,30.244,30.14,29.192,29.048,31.372,32.528,32.812,35.168,35.964,36.052,36.852,38.588,40.332,38.716,36.304,33.412,31.62,33.54,34.288,34.388,36.556,35.956,36.616,35.156,33.312,37.044,33.636,35.18,36.988,33.892,33.836,34.648,35.8,35.44,36.08,37.344,39.796,40.04,38.696,38.288,39.656,40.36,40.74,36.548,35.932,37.416,39.284,39.48,41.032,40.96,41.476,42.892,40.7,43.716,41.856,43.16,45.912,49.212,50.436,47.824,47.18,48.488,50.916,47.124,43.388,49.096,48.616,49.456,44.94,43.936,46.852,50.128,51.18,52.108,55.824,54.772,54.992,50.136,50.34,51.352,53.684,56.904,57.388,56.06,55.6,61.656,63.564,62.748,60.388,61.484,63.308,63.804,69.8,69.08,64.7,68.3,72.236,71.812,70.136,69.148,69.472,64.22
LKQ.O,LKQ,16.73,18.19,20.07,20.14,24.82,27.15,30.8,31.28,30.2,30.3,32.59,34.62,44.98,44.04,41.62,42.08,39.1,38,44.8,41.54,43.94,46.28,45.8398,45.98,42.84,43.44,43.72,45.16,49.94,49.32,56.86,61.96,69.62,77.12,79.42,84.08,71.56,84.96,89.88,87.04,88.64,72.28,82,74.92,67.88,45.76,41.68,46.64,46.2,54,57.08,67.92,60.84,65.8,71.76,69.44,74.16,69.08,69.72,78.36,75,76.6,81.2,84.28,73.68,77.12,79.12,74.4,83.2,87,86.3,90.88,96.64,95.04,96.4,100.88,106.36,104.36,98.28,102.4,96.64,116.72,122.12,120.32,130.4,127.44,124.68,133.8,145.76,133.46,141.32,150.96,147.8,166.9584,175.2,168.8,179.12,169.52,174.08,192.64,195.84,206,208.56,233.92,254.96,264.24,265.2,263.2,216.56,223.12,210.8,232.96,221.92,213.52,209.24,227.2,212.72,228.56,232.4,224.96,206.48,196.6,204.48,216.56,228.56,241.96,251.68,239.92,226.88,236.88,235.92,237.04,219.2,220.8,255.44,256.4,264.56,253.6,275.12,288.72,283.68,258.24,262.64,245.2,255.28,252.64,234.16,249.92,251.92,263.6,276.48,277.2,287.92,301.52,315.36,325.36,336.24,315.84,303.6,248.16,254.16,255.2,268.16,276.16,253.36,218.16
LLL.N,L3 TECHNOLOGIES,143.7539,145.3909,143.213,143.1122,142.9999,154.7179,158.0514,165.691,160.0047,157.4752,151.0067,150.7027,164.2224,168.8363,174.2807,165.9719,148.5517,153.5605,149.9566,153.921,159.9235,164.3947,168.3208,167.3589,168.5049,178.4678,179.5144,184.5631,196.0191,200.402,200.7519,203.2254,210.7141,226.1866,228.7761,219.0378,228.0111,220.3762,226.6999,231.0746,223.265,188.9197,205.1776,216.7129,204.9953,169.2379,140.6375,154.4772,165.4485,142.2796,142.5951,160.1566,155.328,146.6012,159.5329,157.9434,170.5109,153.4641,167.1279,185.4252,177.7267,195.8153,196.2651,200.4205,177.7703,152.4052,157.1383,144.1036,156.3719,156.1772,153.0411,153.3893,170.2754,173.5124,171.3678,175.4819,179.6424,192.4033,174.076,150.1941,137.2387,150.1055,147.7907,148.6377,157.6879,157.7184,158.8859,165.1048,154.1894,167.3494,160.2946,159.9792,163.3273,168.0875,176.2468,175.7193,174.1139,176.1935,186.9356,187.698,197.8602,199.3716,216.6022,211.2999,221.0543,234.9725,243.3273,251.3237,261.2252,272.8452,279.3471,272.7742,287.9523,286.9542,249.4303,262.7825,284.2209,290.2916,299.3283,303.196,295.7729,312.481,303.693,277.4256,285.9969,275.2425,280.292,257.4887,255.1694,308.586,300.4703,293.3519,286.798,289.6528,292.5911,324.7637,340.544,364.0726,376.3332,371.1118,375.8748,341.4867,395.2277,381.0489,397.5324,423.5571,415.9325,432.2386,426.1893,422.372,442.3177,460.6627,478.3043,475.1314,506.1676,504.2814,541.5195,531.0007,532.152,501.1439,509.5201,494.0801,550.9075,551.1766,548.3397,488.6367
LLY.N,礼来公司(LILLY ELI),1751.2284,1820.678,1693.8808,1900.9829,1907.716,1822.9649,1842.9256,1813.1695,1763.7374,1640.8162,1676.4581,1878.6289,1879.6249,1859.6684,1848.9691,1769.3932,1739.9651,1862.2748,1912.816,1898.246,1934.5614,1900.9612,1832.3651,1781.4186,1850.487,1812.329,1850.9258,2037.707,2034.862,1939.7491,1877.6132,2005.6897,1991.0011,1893.7768,1866.9226,1882.4362,1811.9198,1780.0136,1835.8836,1713.1118,1729.7854,1658.6392,1692.775,1692.3968,1597.3469,1226.9423,1256.2961,1481.4361,1354.5189,1095.3488,1245.5957,1227.3275,1306.6779,1309.3238,1318.7733,1283.3994,1266.9062,1304.4953,1428.6441,1388.9703,1369.1334,1354.5388,1428.6953,1379.3891,1311.616,1340.0164,1424.0174,1361.2767,1480.4239,1426.524,1383.0595,1439.7625,1428.6684,1439.8467,1465.2607,1541.9192,1623.7107,1583.6243,1616.1154,1605.591,1582.4766,1590.6094,1641.3936,1802.2805,1723.3549,1723.1511,1768.1621,1817.5644,1819.5983,1906.6902,1956.457,2018.2416,2130.5909,2185.4173,2226.4295,2239.1416,2437.5408,2504.3886,2601.98,2537.3772,2457.0545,2270.3257,2454.7435,2397.4418,2347.534,2323.7462,2365.5579,2402.2989,2544.0817,2833.3328,2797.6844,2809.0919,2868.8736,2979.5835,2926.3852,3070.7187,3133.0414,3204.5433,3314.9622,3357.2995,3503.7768,3439.1132,3560.6609,3522.4322,3893.7233,4120.2403,4170.5774,4088.4511,4154.9784,4049.7263,4098.8851,4209.8008,3951.9968,3622.319,3622.8221,3799.9133,3799.9662,3988.3692,4198.0435,3962.8138,4090.7451,3763.5263,3443.4196,3773.2942,3951.8267,4276.9446,4344.0865,4238.2088,4136.1427,4278.0513,4296.7645,4252.5011,4474.8302,4286.5044,4455.7111,4446.2353,4287.7796,4084.7466,4103.3088,4299.5379,4541.1858,4556.6719,5276.5118,5672.9501,5762.0849,5822.7611
LMT.N,洛克希德马丁,136.0567,139.9658,144.3146,144.0546,153.9561,153.9086,148.0484,148.2602,145.4017,144.2583,145.0745,152.3282,161.9519,175.153,180.5852,182.436,174.9653,173.1551,192.3195,200.0898,208.4713,210.5788,219.9644,223.904,236.3553,237.3442,236.7585,234.611,240.2495,230.5268,241.1801,243.6517,266.6308,270.4401,273.0194,259.6731,266.2352,255.6101,245.9504,262.6443,272.1269,245.322,259.4207,290.5858,273.6907,212.2494,193.9482,211.4793,206.3482,160.0298,175.0413,199.1307,213.5514,205.9419,190.9016,192.9191,200.8952,176.9926,200.3138,195.4376,193.2848,203.3401,217.6179,221.9849,210.653,196.3669,198.0802,184.8521,189.5319,189.5585,182.9107,187.9378,213.9872,214.8128,218.1777,215.057,213.4529,221.8649,207.5069,205.3666,201.076,210.1001,219.1378,226.849,230.8308,250.7117,254.8235,256.7519,237.6435,249.9275,256.213,264.4571,270.9568,271.7983,274.0886,271.1215,255.1991,261.9697,287.3331,294.9838,318.4611,326.3752,361.4622,371.8515,387.4339,405.0211,434.3616,455.793,462.6916,501.7628,504.6689,507.4513,510.1219,501.0198,520.4709,546.5021,574.0785,598.5455,606.4767,609.6743,596.3772,638.0277,647.3087,595.131,604.9764,597.583,665.7312,651.4579,671.3079,711.85,714.9045,708.3479,688.2864,709.2301,727.997,763.7559,781.7498,821.2625,836.3528,809.5219,798.6936,820.8832,889.844,838.483,843.1461,900.467,903.9124,910.1614,955.747,943.7802,993.1433,1044.3914,1061.1487,1053.8644,1098.1934,1104.8352,1221.1517,1219.6687,1169.4548,1110.3124,1095.334,1028.7865,1135.5898,1122.7522,1212.2823,1029.683
LNC.N,林肯国民,1085.4404,1102.1431,1061.9155,1066.4225,1079.7024,1112.6649,1154.0595,1184.8822,1242.9436,1217.8954,1250.8635,1276.1311,1321.5064,1375.7916,1322.9605,1416.9771,1370.6228,1376.966,1392.2603,1491.0057,1524.9033,1564.4154,1571.3343,1640.7705,1669.1732,1696.2718,1685.3329,1779.1328,1812.8901,1774.1318,1516.7355,1530.8166,1658.8037,1577.6336,1557.3978,1472.6604,1380.9343,1302.4461,1325.1261,1380.3675,1416.3146,1163.658,1236.1301,1315.429,1109.4073,452.8371,360.6411,494.8637,400.7796,227.5411,177.2119,298.2046,502.7559,456.5926,562.5364,670.0528,687.8394,632.8596,608.4269,660.7447,653.021,668.9613,815.6121,812.942,703.1855,645.5169,692.3177,621.3312,635.9539,651.106,635.1476,739.6756,768.3641,845.094,800.3349,833.3997,783.2303,760.2804,708.4037,554.6935,417.8245,510.9151,541.2214,520.8384,579.9931,668.85,709.778,669.0056,558.2699,590.6803,543.5699,629.5109,655.8083,674.264,671.816,704.4549,791.645,806.9425,890.8055,932.5986,977.8438,1000.0551,1146.1743,1156.3515,1154.9762,1252.5918,1415.8893,1423.8887,1328.9894,1387.0963,1402.0381,1346.7201,1331.4512,1428.0619,1458.8563,1532.6484,1491.9931,1529.6306,1581.866,1610.9167,1401.2401,1615.996,1610.9495,1589.3706,1604.001,1666.1804,1590.0321,1433.9085,1339.8956,1516.9244,1558.8801,1424.792,1124.6212,1041.1154,1117.2111,1246.3994,1315.2454,1112.1497,1261.093,1387.0002,1356.6785,1425.0639,1860.7985,1923.7927,1968.3321,2045.5959,1908.2704,1930.9418,1903.1184,1979.2665,2148.7999,1995.8604,2161.1527,2237.4621,2260.197,2269.6452,2454.9958,2258.4182,2166.2077,2104.497,1974.9024,1854.5433,2039.4478,1963.9792,2026.2707,1811.0279
LNT.N,美国联合能源,27.5,26.75,26.78,26.34,27.6,28.15,29.1,30.05,29.13,26.45,28.35,28.04,29.66,33.1,31.47,31.96,34.4,34.3,36.18,36.59,35.73,38.35,38.9,37.77,36.35,41.82,44.82,43.8,43.2,38.85,36.95,37.88,38.32,40,41.52,40.69,36.9,34.74,35.01,37.67,37.54,34.26,32.23,34.95,32.21,29.38,31.87,29.18,28.83,23.13,24.69,22.36,23.73,26.13,26.16,26.34,27.85,26.56,27.48,30.26,31.2,31.63,33.26,34.2,32.14,31.74,34.56,35.02,36.35,36.53,36.31,36.77,37.5863,39.8318,39.3766,40.4311,42.0569,41.5764,40.7249,41.9236,39.9706,42.5842,44.0775,46.0616,44.7312,44.995,45.7126,48.2208,46.5687,48.5726,50.2692,47.4388,46.6962,48.5976,48.728,47.7387,50.3546,52.3868,55.122,59.312,54.6012,55.8869,59.2324,55.4752,55.4081,58.919,58.1067,58.2195,59.2161,61.8145,64.7434,67.2302,67.0233,69.9664,65.5125,67.82,64.2487,72.3906,73.5131,77.664,80.8599,74.9554,74.2483,71.9012,72.8881,68.6313,73.8083,68.0006,70.1845,71.4715,72.8883,75.6251,79.8708,83.0613,90.799,86.9426,91.3563,97.8905,99.9794,94.2663,95.1605,95.2611,89.9285,94.8606,95.0702,99.6911,100.0194,100.075,105.5471,102.2384,103.9559,109.6243,106.6234,111.7628,116.5423,110.0835,103.5706,100.7045,106.4627,112.7899,108.772,111.1355,113.7297,113.3857,112.671,114.6364
LOW.N,劳氏公司(LOWES),3016.015,3110.7451,3021.3072,2759.7525,3029.8492,3083.3389,3510.3948,3409.1436,3413.9146,3224.6519,3580.7062,3537.1943,3375.2676,3621.1761,3422.5372,3351.8477,3310.9131,3225.3227,3019.7076,2882.3029,2988.8182,3215.6328,3217.7666,3323.3895,3601.9078,3477.962,3364.7012,3270.4665,3512.3269,3284.3788,3005.6235,3332.9049,3006.6966,2893.7839,2626.8972,2434.2652,2855.2784,2589.5204,2478.2477,2730.345,2601.3609,2249.0933,2212.7747,2683.2071,2579.7555,2373.5762,2259.8196,2353.8876,2006.8008,1739.8864,2004.604,2371.7547,2097.0724,2141.1981,2489.1034,2382.7125,2320.6512,2177.9607,2427.2521,2603.0915,2418.833,2648.9852,2708.1992,3040.3738,2774.6774,2289.249,2337.9567,2286.1023,2512.6834,2417.9292,2572.024,2841.69,2822.6117,2978.5382,3008.1301,2999.8424,2758.7122,2663.86,2481.3526,2291.6292,2223.7887,2433.2374,2779.3544,2937.9432,3122.269,3302.6461,3651.763,3678.5079,3123.2835,3324.3331,2983.9955,3349.7907,3556.8003,3827.266,4265.7823,4198.4092,4533.6039,4528.8554,4501.5517,4580.1317,5020.0246,4875.7779,5336.1752,5484.6018,5698.8627,5981.1989,5704.8478,5953.5638,5582.723,6033.779,5897.4974,5558.2718,5699.9224,5810.0951,5821.1493,6388.0575,6437.9357,6989.2289,7799.344,8406.6249,8308.3488,9084.4977,9121.282,8470.0768,8607.8417,8237.5987,8567.1004,8543.6322,8512.7531,9154.4384,9497.9003,9428.464,8921.1025,8406.9502,9430.2751,9498.2887,10011.811,9891.8642,10324.6893,9606.9301,9061.0818,8404.6274,8896.4211,8968.2986,9260.6241,9424.0916,10417.5685,10801.1989,10023.6856,9865.8924,9904.3443,9455.1938,10229.3706,10283.082,10722.9587,11953.8417,13522.0196,11567.2466,11329.6784,10694.7806,12326.9575,12399.614,12950.1959,14176.9056,14968.2051,12473.958
LRCX.O,拉姆研究(LAM RESEARCH),120.42,141.48,129.87,115.425,137.925,130.275,128.025,142.65,137.115,151.83,168.975,160.56,208.935,193.95,193.5,219.96,201.555,210.24,187.2,192.285,203.985,222.525,236.7,227.79,206.145,200.97,213.03,242.01,241.74,231.3,260.28,241.335,239.67,225.9,206.325,194.535,172.755,181.08,171.99,183.78,183.15,162.675,148.005,165.42,141.705,100.62,90.9,95.76,90.945,88.02,102.465,125.46,117.855,117,135.27,138.15,153.72,151.74,152.955,176.445,148.545,152.595,167.94,182.43,170.37,171.27,189.855,162.495,188.325,206.055,204.3,233.01,224.505,247.05,254.97,217.395,211.4775,199.26,183.96,167.22,170.91,193.455,183.465,166.59,191.655,187.65,200.79,187.515,167.85,169.83,154.845,153.585,143.01,159.3,158.04,162.585,185.13,190.35,186.57,207.99,210.51,199.53,221.49,210.015,230.4,244.1925,234.495,245.025,227.745,232.785,247.5,259.245,279.18,304.9545,315.8747,324.4936,337.9286,352.2238,373.8477,359.6871,346.54,373.8316,319.1262,343.4122,373.7187,370.9631,350.5339,331.8375,299.1614,350.7235,358.0961,365.0928,330.0178,336.9592,381.2499,352.6331,382.2192,389.3945,415.8452,432.29,440.1772,450.1696,492.742,493.5277,536.1449,553.3224,601.4419,678.7073,727.0625,664.5665,749.2878,779.9247,871.7941,982.6529,906.1401,869.6299,904.8271,906.4334,962.2409,876.5126,938.6538,823.107,907.8225,824.2499,727.4093,679.6026
LUV.N,西南航空,1685.5262,1612.1918,1658.128,1732.6506,1694.2249,1622.5295,1652.8136,1551.998,1730.268,1865.427,1922.52,1914.883,1918.3794,1955.0314,2097.2579,1890.9129,1876.9234,1908.9462,2097.8584,2020.2538,1943.2695,1753.1417,1832.4589,1787.4804,1761.8117,1764.6626,1715.6442,1674.7955,1670.1271,1740.7023,1828.2628,1764.5731,1728.3707,1659.4695,1652.4626,1425.2048,1369.1312,1432.7111,1449.0716,1547.2345,1526.1996,1524.3458,1822.4349,1780.8928,1696.7009,1377.4732,1011.4723,1008.4736,822.4559,689.5658,741.0783,817.1764,789.0786,788.4228,919.6314,958.2911,1125.2638,984.6058,1078.3778,1340.3644,1328.6377,1475.2217,1550.8218,1546.1295,1459.321,1303.7884,1414.0999,1297.2756,1534.4246,1615.4309,1563.7747,1524.3858,1391.6773,1389.3285,1483.8459,1380.4583,1389.8572,1342.2104,1170.6144,1013.7032,945.4958,1005.4712,985.4794,1007.1824,1127.1971,1057.1395,970.0256,974.7344,1063.0256,1086.6068,1083.0712,1054.7644,1034.7074,1040.6065,1124.3742,1209.423,1323.9874,1381.8602,1593.4155,1619.4208,1674.9775,1527.9873,1639.4154,1522.8272,1730.8637,2047.0791,2209.942,2244.5145,2495.8906,2673.4026,2817.8457,2884.6815,3156.7988,3213.0205,3382.8824,3836.5377,4047.4813,4132.5779,5012.3088,5079.47,5422.7423,5189.8933,5324.3444,4874.84,4452.9788,3985.0999,4359.6439,4428.0704,4589.7492,5585.1602,5535.6912,5203.3128,4545.9504,5069.1818,5423.2678,5400.2673,5142.42,4757.9827,4491.0211,4487.4138,4731.9827,4873.127,5671.322,6077.2467,6378.4265,7047.8504,6566.6409,6867.1234,7339.8336,7605.9868,6794.4694,6396.9135,6868.0326,6607.9356,7443.4358,8046.177,7474.5235,7110.6322,7056.8976,6508.6575,6293.0574,6287.8961,7187.5793,7595.3479,7737.8381,6083.7126
OMC.N,宏盟集团,591.8601,634.9476,618.7223,579.4406,572.3811,559.7287,594.8431,563.7938,587.7262,583.0177,594.262,599.9846,576.4447,562.5604,588.5656,636.3578,672.4141,631.4971,627.3859,619.6596,665.2747,721.0697,726.1161,744.7981,749.5003,738.2436,731.1817,747.8222,752.0359,758.0409,743.0004,729.5356,690.9803,732.5052,700.4635,685.0856,653.9519,643.8622,638.9227,690.4067,708.7732,651.0759,619.3055,614.9534,561.5205,430.169,411.9662,394.1534,379.0725,351.839,344.8748,463.8124,449.5163,467.6249,503.4593,537.813,549.2137,509.6656,545.9428,584.4279,526.9554,546.6603,582.4456,640.2249,569.5391,517.5348,562.1967,528.2476,598.7464,666.6892,689.1346,697.5986,683.5857,775.2788,751.0316,753.0217,715.9753,741.253,722.1676,624.124,570.6657,689.0122,668.7198,694.7628,710.815,770.5041,794.1806,804.5292,747.6116,766.861,791.7919,810.569,818.0927,760.1788,789.2151,797.5325,866.4944,918.3755,946.8287,960.8141,998.7515,1017.1885,1039.8395,981.2706,1032.7078,1108.7283,1163.0985,1217.6053,1188.299,1245.6719,1194.976,1113.9941,1171.1094,1180.5637,1160.1748,1193.6589,1149.5781,1199.6614,1289.9783,1301.7658,1223.2935,1336.549,1318.6732,1281.1321,1260.3323,1183.2293,1244.3574,1140.4907,1130.2845,1284.9911,1267.8396,1306.5136,1266.624,1343.6403,1446.4164,1441.8979,1448.1542,1425.3606,1439.3536,1506.52,1496.5526,1405.3509,1530.7092,1507.9256,1517.493,1507.7484,1537.4204,1464.4817,1493.0152,1488.4364,1413.7453,1299.554,1339.8071,1215.3589,1292.2346,1328.0865,1397.7458,1390.087,1335.985,1354.1854,1325.1383,1413.3886,1275.5151,1284.5955,1271.5651,1389.3372
